Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
13.35,0,0,93.0804,2002.0,2,1,1,2113.2492
12.275211111111112,1,0,165.65,1985.0,2,0,0,665.8
13.194406118776243,1,6,223.4772,1985.0,1,2,3,7116.0704
11.576204620462047,0,7,129.3336,1985.0,2,0,0,127.8336
6.63,1,0,166.85,1987.0,0,2,1,5326.4
6.61,1,13,188.4898,2009.0,1,2,2,4677.245
19.6,1,13,166.8816,2004.0,2,1,1,1845.5976
13.6,1,4,234.53,2007.0,2,1,1,6524.84
12.865732002419843,0,13,252.5724,1985.0,1,2,3,3271.7412
19.25,1,10,197.511,2007.0,2,1,1,982.055
11.788407960199004,0,14,86.7882,1985.0,2,0,0,85.8882
20.0,1,0,168.7132,2002.0,2,1,1,6426.3016
12.340829621380845,0,3,217.0824,1985.0,1,2,3,6769.8544
20.75,0,13,161.0578,1998.0,2,2,0,481.3734
7.235,0,13,114.8834,1999.0,1,0,1,3340.3186
13.17173943661972,0,8,36.6874,1985.0,1,2,3,1058.622
6.78,0,6,187.724,1999.0,1,0,1,1491.392
7.3,0,5,146.3076,1998.0,2,2,0,886.8456
12.3,0,9,188.753,1987.0,0,2,1,3795.06
16.85,0,13,145.276,2009.0,1,2,2,2490.092
14.65,1,13,49.8666,1999.0,1,0,1,563.9326
15.6,0,13,123.7704,2004.0,2,1,1,3129.26
17.35,0,9,176.2712,2009.0,1,2,2,1230.3984
16.0,0,4,141.3154,1999.0,1,0,1,3261.7542
17.0,0,6,170.9106,2009.0,1,2,2,1197.7742
11.5,1,5,100.5358,2002.0,2,1,1,2111.2518
5.695,1,1,256.5988,1997.0,2,0,1,2055.9904
15.2,0,14,36.0848,1997.0,2,0,1,1193.1136
9.1,0,0,126.5362,1987.0,0,2,1,1761.7068
16.85,0,13,146.076,2007.0,2,1,1,2636.568
11.15,0,11,65.9142,2002.0,2,1,1,790.9704
17.0,0,5,247.4434,1987.0,0,2,1,2980.1208
7.47,1,5,215.2218,2007.0,2,1,1,3419.5488
20.7,0,6,37.3506,1997.0,2,0,1,834.9132
15.6,1,13,173.2764,2004.0,2,1,1,3779.0808
17.7,1,10,100.7674,2002.0,2,1,1,814.9392
13.0,0,9,60.0194,1999.0,1,0,1,1114.5492
14.0,1,4,146.3786,2002.0,2,1,1,866.8716
18.85,1,4,119.044,1997.0,2,0,1,2396.88
15.7,0,14,182.4634,2004.0,2,1,1,1999.3974
15.85,0,9,44.0112,1997.0,2,0,1,468.7232
6.175,1,10,94.3752,1997.0,2,0,1,1342.2528
12.340829621380845,0,3,216.4824,1985.0,2,0,0,218.3824
16.0,1,10,48.3718,2004.0,2,1,1,614.5334
13.15,0,9,158.1604,2007.0,2,1,1,1426.1436
16.5,1,6,102.7332,2002.0,2,1,1,1537.998
14.65,0,11,57.0614,2007.0,2,1,1,939.4438
13.5,1,13,261.491,1987.0,0,2,1,3418.883
10.1,0,3,50.6008,1999.0,1,0,1,404.8064
11.85,1,0,51.4666,2007.0,2,1,1,974.0654
9.285,1,13,161.0578,2002.0,2,1,1,2406.867
12.8,1,10,223.5404,2004.0,2,1,1,5626.01
6.235,0,9,260.8962,1999.0,1,0,1,5956.9126
12.15,0,5,246.846,2002.0,2,1,1,6404.996
13.17173943661972,0,8,44.077,1985.0,2,0,0,216.385
12.35,1,0,78.2328,1999.0,1,0,1,1158.492
9.195,1,6,101.0016,1998.0,2,2,0,202.4032
16.2,0,6,260.3278,2009.0,1,2,2,2342.9502
7.285,0,9,174.6054,2007.0,2,1,1,2976.7918
7.05,1,1,224.7088,1997.0,2,0,1,3131.9232
12.56932340425532,0,5,109.9254,1985.0,2,0,0,108.5254
14.5,1,1,262.3594,1997.0,2,0,1,4448.2098
13.35,0,4,75.7012,2007.0,2,1,1,1442.1228
11.5,0,6,128.4652,1999.0,1,0,1,2841.6344
12.1,0,7,180.666,1999.0,1,0,1,2876.256
11.8,1,13,124.5704,2009.0,1,2,2,1001.3632
7.05,0,13,107.4912,2009.0,1,2,2,982.7208
12.760273972602738,0,12,195.7768,1985.0,1,2,3,3547.3824
18.75,0,9,207.0954,1997.0,2,0,1,3125.931
19.25,1,10,196.311,2002.0,2,1,1,3142.576
16.2,0,3,100.57,1987.0,0,2,1,1398.18
8.31,1,13,176.0028,2009.0,1,2,2,4427.57
13.1,0,4,73.8354,2007.0,2,1,1,1956.1204
13.5,0,6,180.5976,1997.0,2,0,1,3078.6592
11.15,1,13,169.679,1997.0,2,0,1,1018.674
7.5,0,9,56.2588,2009.0,1,2,2,687.1056
11.576204620462047,0,7,156.5946,1985.0,1,2,3,3787.0704
15.6,1,13,169.9764,2009.0,1,2,2,2748.4224
12.865732002419843,0,13,111.1912,1985.0,2,0,0,109.1912
6.78,0,6,186.524,2007.0,2,1,1,2609.936
16.0,0,13,141.1496,2004.0,2,1,1,4516.7872
12.340829621380845,1,3,89.1172,1985.0,1,2,3,2319.6472
10.5,0,7,159.6946,2009.0,1,2,2,3629.2758
17.1,0,5,148.8392,2009.0,1,2,2,2087.9488
7.535,0,14,121.644,2002.0,2,1,1,1557.972
15.1,0,5,146.6076,2004.0,2,1,1,2364.9216
15.1,0,5,149.0076,2007.0,2,1,1,4138.6128
10.0,0,3,264.7226,2009.0,1,2,2,3171.8712
20.85,0,15,224.0746,2007.0,2,1,1,2243.746
16.7,1,6,182.1976,2004.0,2,1,1,724.3904
8.315,1,0,143.6444,1998.0,2,2,0,145.1444
12.865732002419843,0,13,173.8054,1985.0,2,0,0,175.1054
16.75,0,6,258.4988,2004.0,2,1,1,4111.9808
12.275211111111112,0,0,98.8384,1985.0,2,0,0,492.692
12.5,0,9,42.9112,1999.0,1,0,1,1022.6688
6.8,0,0,49.9034,1997.0,2,0,1,194.4136
7.3,0,5,149.8076,1987.0,0,2,1,2808.3444
15.85,0,9,42.5112,1999.0,1,0,1,852.224
12.1,1,14,56.5614,2004.0,2,1,1,828.921
9.195,1,10,107.6596,2002.0,2,1,1,323.5788
7.59,1,6,174.708,1987.0,0,2,1,2942.836
12.15,0,15,34.5532,1987.0,0,2,1,359.532
19.75,1,5,179.766,1998.0,2,2,0,719.064
18.85,0,8,130.2626,2004.0,2,1,1,2360.9268
12.15,0,5,211.2928,1987.0,0,2,1,2735.1064
13.1,0,6,174.2054,2004.0,2,1,1,3677.2134
12.865732002419843,0,13,146.7076,1985.0,1,2,3,3842.9976
13.194406118776243,0,6,100.77,1985.0,2,0,0,199.74
7.895,1,2,58.5588,1987.0,0,2,1,171.7764
12.865732002419843,1,13,118.9098,1985.0,2,0,0,120.5098
16.75,0,13,38.9822,1999.0,1,0,1,628.5152
16.35,0,9,198.211,2004.0,2,1,1,2946.165
8.21,0,7,149.5392,2004.0,2,1,1,1789.6704
15.85,0,14,58.3904,2007.0,2,1,1,468.7232
16.2,0,3,100.47,1999.0,1,0,1,1597.92
17.5,0,5,264.491,1997.0,2,0,1,3681.874
12.275211111111112,0,0,107.4622,1985.0,2,0,0,317.5866
13.65,1,5,198.1426,2004.0,2,1,1,1977.426
11.35,1,4,88.9856,2002.0,2,1,1,1230.3984
10.8,0,4,191.1504,2004.0,2,1,1,4410.2592
7.47,1,5,211.8218,1987.0,0,2,1,1496.0526
19.85,0,6,126.402,1997.0,2,0,1,1012.016
8.39,1,5,113.6176,2007.0,2,1,1,2862.94
10.8,0,13,239.2222,1999.0,1,0,1,6692.6216
15.0,0,8,140.2838,1997.0,2,0,1,1404.838
17.35,0,9,176.7712,2007.0,2,1,1,2812.3392
14.1,0,13,198.8084,1998.0,2,2,0,992.042
19.2,1,15,226.6062,2007.0,2,1,1,5191.2426
15.6,0,5,78.067,1999.0,1,0,1,1148.505
12.865732002419843,0,13,124.1072,1985.0,2,0,0,245.0144
20.5,0,11,154.134,2007.0,2,1,1,2909.546
12.865732002419843,0,13,122.3072,1985.0,2,0,0,122.5072
10.6,0,1,41.4454,2004.0,2,1,1,1468.089
15.1,1,6,143.3786,2004.0,2,1,1,1733.7432
7.035,0,5,264.691,2009.0,1,2,2,5785.802
16.0,0,4,142.4154,2007.0,2,1,1,1985.4156
13.65,1,5,262.6936,1997.0,2,0,1,4175.8976
18.85,0,9,246.7144,1987.0,0,2,1,6615.3888
6.115,1,14,190.353,2004.0,2,1,1,569.259
8.96,1,6,196.5768,2009.0,1,2,2,2759.0752
19.6,0,13,165.9526,2004.0,2,1,1,2631.2416
9.195,0,13,182.2634,1998.0,2,2,0,363.5268
8.97,0,9,52.7956,1997.0,2,0,1,1037.3164
12.35,0,9,117.1124,1998.0,2,2,0,355.5372
9.3,0,5,183.9292,1999.0,1,0,1,3283.7256
17.7,1,5,162.421,2004.0,2,1,1,1468.089
7.27,0,14,111.9518,1999.0,1,0,1,1138.518
20.7,1,4,92.8436,1998.0,2,2,0,189.0872
16.1,1,5,32.8558,1987.0,0,2,1,339.558
13.194406118776243,1,6,78.8644,1985.0,2,0,0,314.2576
20.75,0,2,193.3478,1987.0,0,2,1,6006.1818
20.2,0,9,123.6046,1997.0,2,0,1,2988.1104
5.51,0,8,98.5726,2007.0,2,1,1,1761.7068
20.2,1,6,129.0678,2007.0,2,1,1,3560.6984
14.7,0,6,48.5034,2009.0,1,2,2,874.8612
20.0,1,0,168.5132,2004.0,2,1,1,2874.9244
17.1,0,9,112.986,1998.0,2,2,0,113.186
11.5,0,8,132.6626,1998.0,2,2,0,262.3252
11.15,1,0,104.4648,2009.0,1,2,2,2181.1608
16.2,0,5,43.3454,1999.0,1,0,1,503.3448
16.1,0,6,76.0328,1999.0,1,0,1,1853.5872
13.194406118776243,0,6,191.2162,1985.0,1,2,3,7504.2318
15.0,1,3,59.4904,2009.0,1,2,2,644.4944
12.8,0,15,263.0252,1987.0,0,2,1,2885.5772
5.985,0,5,125.2678,2004.0,2,1,1,1017.3424
19.35,1,6,120.3098,2004.0,2,1,1,2530.7058
16.6,0,8,109.8596,2009.0,1,2,2,1617.894
12.275211111111112,0,0,106.2622,1985.0,1,2,3,2328.9684
11.5,0,6,189.253,1999.0,1,0,1,1328.271
8.88,0,9,207.727,1998.0,2,2,0,209.727
11.6,0,3,177.9686,1997.0,2,0,1,1244.3802
9.8,0,0,101.7016,2007.0,2,1,1,1518.024
9.395,1,6,139.1838,2002.0,2,1,1,1685.8056
12.3,0,5,193.3162,1997.0,2,0,1,3078.6592
16.1,0,14,192.6846,1997.0,2,0,1,2866.269
19.1,1,6,147.5418,1998.0,2,2,0,294.2836
8.43,0,9,174.0422,1999.0,1,0,1,2069.3064
14.5,1,1,260.4594,1998.0,2,2,0,1046.6376
8.27,1,14,184.8924,1997.0,2,0,1,4442.2176
7.02,0,6,148.0734,2007.0,2,1,1,1930.1542
20.0,1,5,128.0678,2002.0,2,1,1,1780.3492
7.81,0,14,246.0486,2002.0,2,1,1,7086.1094
12.760273972602738,0,12,158.6604,1985.0,2,0,0,316.9208
13.1,0,11,189.853,1987.0,0,2,1,3415.554
15.2,0,3,216.5824,2002.0,2,1,1,5241.1776
10.8,0,7,74.738,1997.0,2,0,1,1025.332
12.6,0,12,50.7982,2004.0,2,1,1,473.3838
12.15,0,9,115.015,1999.0,1,0,1,2912.875
7.42,0,13,248.9092,2002.0,2,1,1,5976.2208
12.275211111111112,1,0,172.4764,1985.0,2,0,0,687.1056
6.885,1,3,111.4228,2007.0,2,1,1,2984.1156
13.17173943661972,0,8,42.177,1985.0,1,2,3,1255.033
20.25,0,9,246.446,2007.0,2,1,1,3695.19
15.3,1,3,214.0218,2002.0,2,1,1,1068.609
9.21,0,6,122.4414,1999.0,1,0,1,1583.9382
15.6,0,13,220.4798,2009.0,1,2,2,661.1394
15.35,0,5,62.7168,1999.0,1,0,1,958.752
12.15,1,6,190.3872,2002.0,2,1,1,2836.308
13.3379766536965,0,9,164.0552,1985.0,1,2,3,5523.4768
11.395,0,8,50.3034,1999.0,1,0,1,972.068
17.1,0,6,111.9886,1997.0,2,0,1,3002.0922
18.85,1,4,119.044,2004.0,2,1,1,1198.44
19.6,0,9,251.9698,1997.0,2,0,1,4566.0564
11.3,1,5,258.1962,2007.0,2,1,1,4402.9354
12.56932340425532,0,5,255.3698,1985.0,1,2,3,4819.7262
5.785,1,6,260.7252,1997.0,2,0,1,6033.4796
5.82,1,6,257.633,1987.0,0,2,1,1537.998
9.0,0,13,168.0816,2009.0,1,2,2,2181.1608
12.865732002419843,1,13,139.1838,1985.0,1,2,3,4916.933
7.895,1,2,59.2588,2004.0,2,1,1,801.6232
13.8,0,4,247.4802,2002.0,2,1,1,1474.0812
5.44,0,4,238.7538,1999.0,1,0,1,3605.307
16.7,0,6,109.8912,1987.0,0,2,1,873.5296
19.85,0,9,46.9376,1987.0,0,2,1,575.2512
10.395,1,0,49.0008,2007.0,2,1,1,860.2136
11.788407960199004,0,14,40.5138,1985.0,2,0,0,40.6138
13.194406118776243,1,6,87.7882,1985.0,2,0,0,515.3292
15.1,0,9,237.9248,1999.0,1,0,1,2133.2232
20.5,0,6,121.2756,2009.0,1,2,2,2181.1608
15.6,0,13,124.9704,2002.0,2,1,1,2253.0672
16.75,1,14,39.9822,2004.0,2,1,1,746.3618
10.85,0,13,104.9622,2009.0,1,2,2,1482.0708
16.2,1,5,98.6726,2007.0,2,1,1,1272.3438
7.72,1,6,116.6466,1998.0,2,2,0,117.8466
12.865732002419843,0,13,120.044,1985.0,1,2,3,4434.228
5.785,1,13,180.466,1987.0,0,2,1,719.064
13.23835812964931,1,4,181.6318,1985.0,1,2,3,1263.0226
15.2,0,3,216.3824,2004.0,2,1,1,6114.7072
13.1,1,5,196.3768,2004.0,2,1,1,2167.8448
6.32,0,10,41.0822,1987.0,0,2,1,942.7728
17.85,0,13,124.902,1987.0,0,2,1,1897.53
13.194406118776243,1,6,101.2016,1985.0,1,2,3,2631.2416
13.85,0,14,141.7154,1987.0,0,2,1,2978.1234
5.78,0,14,147.3102,2009.0,1,2,2,2332.9632
12.56932340425532,1,5,62.1194,1985.0,2,0,0,123.8388
6.885,1,3,108.5228,2002.0,2,1,1,1989.4104
8.42,0,9,216.0192,2004.0,2,1,1,2372.9112
7.63,0,14,94.6436,2007.0,2,1,1,1607.2412
10.5,1,15,80.896,2007.0,2,1,1,958.752
7.575,0,4,197.7768,1998.0,2,2,0,197.0768
13.5,1,13,81.396,1987.0,0,2,1,1198.44
12.15,0,15,120.244,2002.0,2,1,1,2277.036
5.405,1,3,197.7742,2004.0,2,1,1,796.2968
13.3379766536965,0,9,262.291,1985.0,2,0,0,525.982
7.435,0,15,208.7638,1997.0,2,0,1,3105.957
4.635,0,1,127.0994,2002.0,2,1,1,2826.9868
8.96,1,6,197.7768,2002.0,2,1,1,3153.2288
18.35,0,9,191.9504,2009.0,1,2,2,5369.0112
11.65,1,0,173.5422,1999.0,1,0,1,3448.844
10.5,0,5,121.3098,1999.0,1,0,1,1446.1176
7.39,0,8,140.7812,2009.0,1,2,2,1567.2932
12.766103789126852,1,10,154.5314,1985.0,1,2,3,1396.1826
14.0,0,6,215.7192,1997.0,2,0,1,1078.596
18.5,1,4,145.8102,1998.0,2,2,0,291.6204
13.65,1,13,79.6302,2002.0,2,1,1,554.6114
14.15,0,13,244.1828,2002.0,2,1,1,731.0484
10.1,1,6,225.6088,2007.0,2,1,1,4250.4672
10.1,0,3,117.615,2009.0,1,2,2,1514.695
13.85,0,7,115.0492,1999.0,1,0,1,4054.722
13.1,1,6,178.5318,2002.0,2,1,1,3067.3406
18.75,0,8,104.828,1999.0,1,0,1,2343.616
14.0,1,5,52.064,1987.0,0,2,1,852.224
16.1,0,14,192.8846,1999.0,1,0,1,5350.3688
12.340829621380845,0,3,179.9002,1985.0,1,2,3,4119.3046
12.865732002419843,1,13,141.7154,1985.0,2,0,0,425.4462
12.35,0,9,119.8124,2002.0,2,1,1,2133.2232
20.7,1,4,215.0876,2002.0,2,1,1,5145.3024
7.825,0,10,62.7826,2009.0,1,2,2,1162.4868
13.3379766536965,0,9,53.6614,1985.0,2,0,0,165.7842
12.1,0,0,222.0114,2002.0,2,1,1,3547.3824
13.3379766536965,0,9,123.1756,1985.0,1,2,3,1211.756
14.65,0,9,162.4552,2002.0,2,1,1,2274.3728
12.766103789126852,1,10,177.237,1985.0,1,2,3,4763.799
20.75,1,12,238.188,1997.0,2,0,1,5033.448
11.15,0,11,65.0142,1999.0,1,0,1,1120.5414
12.1,0,14,144.3444,1999.0,1,0,1,2612.5992
11.6,1,2,168.3474,2007.0,2,1,1,4548.0798
17.6,0,4,173.7422,2007.0,2,1,1,5863.0348
13.3379766536965,0,9,127.9678,1985.0,2,0,0,254.3356
12.340829621380845,0,3,108.9254,1985.0,1,2,3,2713.135
10.65,0,6,54.0272,1997.0,2,0,1,447.4176
18.35,1,6,86.2882,2009.0,1,2,2,1631.8758
7.35,1,6,241.3512,2002.0,2,1,1,5331.7264
18.2,0,6,146.4734,1999.0,1,0,1,3563.3616
8.39,1,5,116.0176,1999.0,1,0,1,1603.2464
14.3,0,4,121.973,1987.0,0,2,1,2709.806
10.195,1,15,239.8538,2007.0,2,1,1,4086.0146
14.15,0,13,245.3828,2009.0,1,2,2,1705.7796
16.2,0,14,153.7972,2002.0,2,1,1,1402.1748
13.3379766536965,0,9,195.2478,1985.0,1,2,3,7168.6686
12.65,0,14,159.9578,1998.0,2,2,0,962.7468
11.788407960199004,0,14,37.319,1985.0,1,2,3,1281.665
10.895,0,5,107.228,1998.0,2,2,0,426.112
5.735,0,6,176.337,1997.0,2,0,1,1764.37
17.85,0,1,93.7436,2007.0,2,1,1,1701.7848
5.82,1,6,255.433,1997.0,2,0,1,4357.661
10.0,0,8,146.9102,2004.0,2,1,1,3207.8244
17.6,1,13,38.119,2004.0,2,1,1,732.38
11.576204620462047,0,7,173.308,1985.0,1,2,3,6751.212
10.1,0,10,77.567,1987.0,0,2,1,306.268
13.194406118776243,1,6,241.2512,1985.0,1,2,3,8239.9408
17.6,1,13,97.241,1997.0,2,0,1,193.082
8.645,0,3,53.3982,2004.0,2,1,1,1209.7586
19.5,0,1,155.9314,1997.0,2,0,1,3878.285
7.68,0,6,190.8162,2007.0,2,1,1,2693.8268
15.7,0,7,43.277,2002.0,2,1,1,649.155
5.405,1,3,199.0742,2002.0,2,1,1,4777.7808
20.85,1,0,86.9514,2002.0,2,1,1,1416.8224
7.39,0,8,140.4812,2007.0,2,1,1,2422.1804
6.465,0,3,263.1884,2009.0,1,2,2,2914.8724
18.25,0,13,197.6084,2002.0,2,1,1,2380.9008
13.23835812964931,1,4,222.3772,1985.0,1,2,3,1556.6404
12.275211111111112,0,0,230.001,1985.0,2,0,0,689.103
10.195,0,1,31.9558,1987.0,0,2,1,373.5138
15.1,0,0,91.583,2007.0,2,1,1,539.298
13.65,1,6,114.8834,2009.0,1,2,2,1612.5676
12.865732002419843,0,13,141.418,1985.0,2,0,0,559.272
12.56932340425532,0,5,181.466,1985.0,2,0,0,179.766
5.985,0,5,125.2678,2007.0,2,1,1,763.0068
9.5,0,7,189.9872,1998.0,2,2,0,756.3488
11.15,0,4,44.7744,2002.0,2,1,1,181.0976
13.17173943661972,0,8,188.6214,1985.0,1,2,3,6029.4848
18.0,0,8,126.8994,1997.0,2,0,1,3083.9856
13.17173943661972,0,8,56.293,1985.0,2,0,0,113.186
16.2,0,14,73.4696,1987.0,0,2,1,2087.9488
13.15,0,5,179.7976,1999.0,1,0,1,2535.3664
20.6,0,8,148.4392,1987.0,0,2,1,1789.6704
11.395,1,10,234.6616,1997.0,2,0,1,4687.232
6.78,1,6,229.5694,1987.0,0,2,1,3425.541
8.84,1,5,110.7228,1999.0,1,0,1,1657.842
16.7,0,3,184.0292,1997.0,2,0,1,3101.2964
13.3,1,6,63.2536,2007.0,2,1,1,1347.5792
12.6,1,5,102.399,2007.0,2,1,1,2270.378
7.6,1,15,172.3448,2004.0,2,1,1,2556.672
12.6,1,0,170.5764,1987.0,0,2,1,3779.0808
6.67,1,13,90.0514,1999.0,1,0,1,1505.3738
10.695,0,9,36.7848,2004.0,2,1,1,782.9808
13.23835812964931,0,4,241.1538,1985.0,2,0,0,480.7076
16.6,0,6,173.5738,2004.0,2,1,1,1911.5118
10.0,1,13,127.2994,1997.0,2,0,1,642.497
19.1,0,11,185.2608,2007.0,2,1,1,1470.0864
17.6,0,8,161.792,1998.0,2,2,0,159.792
19.5,1,14,235.3958,1999.0,1,0,1,6309.7866
10.1,1,13,38.4848,1999.0,1,0,1,633.8416
8.6,0,9,112.6176,2009.0,1,2,2,3091.9752
19.7,0,5,109.1912,1987.0,0,2,1,1637.868
15.35,0,5,37.219,2007.0,2,1,1,805.618
5.26,1,0,162.6868,2007.0,2,1,1,3767.0964
9.8,0,6,175.337,2002.0,2,1,1,529.311
16.5,0,8,39.3506,2002.0,2,1,1,645.1602
10.5,0,6,40.1164,2004.0,2,1,1,849.5608
13.1,0,11,191.353,2009.0,1,2,2,1328.271
12.865732002419843,1,13,98.8358,1985.0,1,2,3,2010.716
9.3,1,13,196.5084,2002.0,2,1,1,4364.9848
14.3,0,5,79.6302,2002.0,2,1,1,792.302
13.194406118776243,0,6,55.7298,1985.0,1,2,3,2804.3496
10.8,0,14,240.3564,2002.0,2,1,1,4290.4152
12.275211111111112,1,0,38.1848,1985.0,2,0,0,37.2848
12.85,0,13,157.763,2009.0,1,2,2,2659.871
6.78,0,6,184.624,2004.0,2,1,1,5406.296
9.195,1,5,85.5566,2004.0,2,1,1,930.1226
7.905,0,7,229.2694,1997.0,2,0,1,1826.9552
17.6,0,13,115.4176,2007.0,2,1,1,1145.176
15.7,1,3,112.0202,2007.0,2,1,1,3150.5656
12.56932340425532,1,5,83.7566,1985.0,2,0,0,253.6698
19.2,0,5,112.7886,1987.0,0,2,1,1779.0176
7.405,0,3,92.7146,2009.0,1,2,2,1185.7898
19.5,1,14,233.9958,1998.0,2,2,0,467.3916
9.195,1,0,78.1644,2007.0,2,1,1,1414.1592
11.65,0,0,151.1024,2002.0,2,1,1,1518.024
21.1,0,9,146.1786,1987.0,0,2,1,3034.0506
8.695,0,9,93.2094,2007.0,2,1,1,666.4658
7.27,1,3,89.0488,1987.0,0,2,1,181.0976
8.85,0,9,105.6964,1987.0,0,2,1,210.3928
18.6,0,13,152.9366,2004.0,2,1,1,1662.5026
13.3379766536965,0,9,144.6102,1985.0,1,2,3,3791.0652
9.1,1,5,78.7618,1999.0,1,0,1,402.809
7.975,0,0,82.425,1999.0,1,0,1,749.025
10.0,0,8,121.444,2007.0,2,1,1,2516.724
6.865,0,13,214.0218,1997.0,2,0,1,5556.7668
16.7,1,15,65.5168,2004.0,2,1,1,1022.6688
7.285,0,9,174.9054,1998.0,2,2,0,525.3162
8.43,0,14,196.2768,2002.0,2,1,1,1576.6144
20.2,1,0,194.611,1998.0,2,2,0,392.822
8.75,1,6,187.6556,1999.0,1,0,1,5257.1568
13.194406118776243,0,6,111.1886,1985.0,1,2,3,4447.544
13.17173943661972,0,8,190.4214,1985.0,1,2,3,5652.642
9.695,0,7,177.5344,2004.0,2,1,1,3033.3848
7.75,1,5,35.2558,1997.0,2,0,1,780.9834
19.75,0,6,115.8466,1987.0,0,2,1,2474.7786
9.8,1,0,50.8008,1998.0,2,2,0,101.2016
11.8,1,10,152.4366,2007.0,2,1,1,3929.5516
9.8,1,0,36.8874,1999.0,1,0,1,564.5984
7.42,0,13,248.0092,1987.0,0,2,1,1245.046
20.75,0,14,151.8024,1998.0,2,2,0,151.8024
12.6,1,5,103.999,1999.0,1,0,1,825.592
19.75,1,5,179.566,2009.0,1,2,2,2696.49
10.895,1,4,122.973,1987.0,0,2,1,1231.73
16.6,0,5,53.5614,2009.0,1,2,2,939.4438
6.765,1,5,105.3306,2007.0,2,1,1,2090.612
13.1,0,6,175.8054,2002.0,2,1,1,2801.6864
13.3379766536965,0,9,89.5514,1985.0,1,2,3,3364.9532
6.155,1,10,213.956,2007.0,2,1,1,2343.616
10.65,0,11,164.1526,1997.0,2,0,1,1808.9786
12.865732002419843,0,13,197.9084,1985.0,2,0,0,992.042
20.25,1,0,241.8538,1997.0,2,0,1,5768.4912
20.5,0,0,106.0596,2004.0,2,1,1,970.7364
11.8,1,5,176.8344,1987.0,0,2,1,3568.688
15.0,0,1,120.0414,1987.0,0,2,1,3533.4006
13.15,0,5,180.7976,1987.0,0,2,1,6157.3184
15.5,1,6,198.9768,2009.0,1,2,2,4729.8432
13.194406118776243,0,6,260.6278,1985.0,1,2,3,9371.8008
11.6,1,5,81.7276,2007.0,2,1,1,1949.4624
14.35,1,5,231.8984,1999.0,1,0,1,4633.968
13.15,0,13,182.695,2002.0,2,1,1,4211.185
10.895,1,4,121.673,2004.0,2,1,1,1970.768
10.1,0,8,199.5084,2007.0,2,1,1,3372.9428
18.7,0,14,50.8324,2007.0,2,1,1,934.7832
12.15,0,8,224.0404,1999.0,1,0,1,3375.606
10.195,1,5,138.6838,1997.0,2,0,1,2388.2246
8.575,1,4,193.3794,1987.0,0,2,1,780.3176
16.5,1,6,102.2332,1998.0,2,2,0,102.5332
9.065,0,5,95.3094,2009.0,1,2,2,1713.7692
16.6,0,9,178.7344,1997.0,2,0,1,1605.9096
11.6,1,4,238.5222,1998.0,2,2,0,717.0666
19.5,0,9,57.1614,2009.0,1,2,2,1381.535
16.6,0,8,106.2596,1998.0,2,2,0,215.7192
11.85,0,4,98.0726,1999.0,1,0,1,1076.5986
12.85,0,13,170.6422,1987.0,0,2,1,2931.5174
9.0,0,9,170.0474,1999.0,1,0,1,4211.185
5.655,0,6,165.85,2004.0,2,1,1,1830.95
8.93,0,9,55.1614,1997.0,2,0,1,939.4438
15.2,0,9,108.1912,2004.0,2,1,1,1856.2504
7.655,0,3,114.1492,1998.0,2,2,0,115.8492
12.340829621380845,0,3,209.027,1985.0,1,2,3,4613.994
15.5,0,13,143.547,1999.0,1,0,1,1431.47
18.7,0,5,122.1072,1999.0,1,0,1,490.0288
9.5,0,14,31.89,2009.0,1,2,2,366.19
13.65,0,5,34.4558,2007.0,2,1,1,611.2044
19.5,1,3,86.254,2002.0,2,1,1,2163.85
8.71,0,3,46.5376,1987.0,0,2,1,575.2512
13.23835812964931,1,4,247.8092,1985.0,2,0,0,498.0184
19.6,0,4,46.3718,2007.0,2,1,1,661.8052
13.194406118776243,1,6,189.1872,1985.0,1,2,3,5294.4416
11.8,0,8,82.3618,2004.0,2,1,1,1208.427
6.715,1,0,40.3454,2007.0,2,1,1,838.908
19.1,0,9,39.6796,1987.0,0,2,1,660.4736
20.7,0,0,156.6288,1999.0,1,0,1,3928.22
10.195,0,7,113.986,2009.0,1,2,2,452.744
20.2,1,2,155.163,2007.0,2,1,1,782.315
10.8,0,14,151.9024,1997.0,2,0,1,2580.6408
19.75,0,9,100.8332,2009.0,1,2,2,1537.998
19.35,0,5,120.9098,1999.0,1,0,1,1687.1372
7.405,0,4,206.6296,2009.0,1,2,2,3115.944
15.25,0,9,128.8968,2002.0,2,1,1,2348.9424
13.3379766536965,0,9,263.591,1985.0,2,0,0,262.991
8.895,0,5,207.8954,2002.0,2,1,1,3542.7218
18.75,0,9,215.2218,1997.0,2,0,1,4701.8796
20.1,0,4,110.3228,1997.0,2,0,1,1768.3648
12.35,0,8,35.7216,2007.0,2,1,1,519.324
16.85,1,13,111.8544,2009.0,1,2,2,1677.816
18.25,0,15,166.3526,1998.0,2,2,0,164.4526
17.0,0,4,219.8114,1999.0,1,0,1,1108.557
12.865732002419843,1,13,133.2284,1985.0,1,2,3,4350.3372
14.3,0,0,76.7328,2009.0,1,2,2,1312.9576
17.6,1,13,35.019,1997.0,2,0,1,659.142
12.56932340425532,1,5,37.9506,1985.0,1,2,3,910.8144
